id,name,id_num
T4_SHOES_LEATHER_ROYAL,Adept's Royal Shoes,5145
T4_SHOES_LEATHER_ROYAL@1,Adept's Royal Shoes,5146
T4_SHOES_LEATHER_ROYAL@2,Adept's Royal Shoes,5147
T4_SHOES_LEATHER_ROYAL@3,Adept's Royal Shoes,5148
T4_SHOES_LEATHER_ROYAL@4,Adept's Royal Shoes,5149
T4_SHOES_LEATHER_SET1,Adept's Mercenary Shoes,3864
T4_SHOES_LEATHER_SET1@1,Adept's Mercenary Shoes,3865
T4_SHOES_LEATHER_SET1@2,Adept's Mercenary Shoes,3866
T4_SHOES_LEATHER_SET1@3,Adept's Mercenary Shoes,3867
T4_SHOES_LEATHER_SET1@4,Adept's Mercenary Shoes,3868
T4_SHOES_LEATHER_SET2,Adept's Hunter Shoes,3939
T4_SHOES_LEATHER_SET2@1,Adept's Hunter Shoes,3940
T4_SHOES_LEATHER_SET2@2,Adept's Hunter Shoes,3941
T4_SHOES_LEATHER_SET2@3,Adept's Hunter Shoes,3942
T4_SHOES_LEATHER_SET2@4,Adept's Hunter Shoes,3943
T4_SHOES_LEATHER_SET3,Adept's Assassin Shoes,4014
T4_SHOES_LEATHER_SET3@1,Adept's Assassin Shoes,4015
T4_SHOES_LEATHER_SET3@2,Adept's Assassin Shoes,4016
T4_SHOES_LEATHER_SET3@3,Adept's Assassin Shoes,4017
T4_SHOES_LEATHER_SET3@4,Adept's Assassin Shoes,4018
T4_SHOES_LEATHER_UNDEAD,Adept's Specter Shoes,4239
T4_SHOES_LEATHER_UNDEAD@1,Adept's Specter Shoes,4240
T4_SHOES_LEATHER_UNDEAD@2,Adept's Specter Shoes,4241
T4_SHOES_LEATHER_UNDEAD@3,Adept's Specter Shoes,4242
T4_SHOES_LEATHER_UNDEAD@4,Adept's Specter Shoes,4243
T4_SHOES_PLATE_AVALON,Adept's Boots of Valor,3780
T4_SHOES_PLATE_AVALON@1,Adept's Boots of Valor,3781
T4_SHOES_PLATE_AVALON@2,Adept's Boots of Valor,3782
T4_SHOES_PLATE_AVALON@3,Adept's Boots of Valor,3783
T4_SHOES_PLATE_AVALON@4,Adept's Boots of Valor,3784
T4_SHOES_PLATE_FEY,Adept's Duskweaver Boots,3705
T4_SHOES_PLATE_FEY@1,Adept's Duskweaver Boots,3706
T4_SHOES_PLATE_FEY@2,Adept's Duskweaver Boots,3707
T4_SHOES_PLATE_FEY@3,Adept's Duskweaver Boots,3708
T4_SHOES_PLATE_FEY@4,Adept's Duskweaver Boots,3709
T4_SHOES_PLATE_HELL,Adept's Demon Boots,3555
T4_SHOES_PLATE_HELL@1,Adept's Demon Boots,3556
T4_SHOES_PLATE_HELL@2,Adept's Demon Boots,3557
T4_SHOES_PLATE_HELL@3,Adept's Demon Boots,3558
T4_SHOES_PLATE_HELL@4,Adept's Demon Boots,3559
T4_SHOES_PLATE_KEEPER,Adept's Judicator Boots,3630
T4_SHOES_PLATE_KEEPER@1,Adept's Judicator Boots,3631
T4_SHOES_PLATE_KEEPER@2,Adept's Judicator Boots,3632
T4_SHOES_PLATE_KEEPER@3,Adept's Judicator Boots,3633
T4_SHOES_PLATE_KEEPER@4,Adept's Judicator Boots,3634
T4_SHOES_PLATE_ROYAL,Adept's Royal Boots,5220
T4_SHOES_PLATE_ROYAL@1,Adept's Royal Boots,5221
T4_SHOES_PLATE_ROYAL@2,Adept's Royal Boots,5222
T4_SHOES_PLATE_ROYAL@3,Adept's Royal Boots,5223
T4_SHOES_PLATE_ROYAL@4,Adept's Royal Boots,5224
T4_SHOES_PLATE_SET1,Adept's Soldier Boots,3255
T4_SHOES_PLATE_SET1@1,Adept's Soldier Boots,3256
T4_SHOES_PLATE_SET1@2,Adept's Soldier Boots,3257
T4_SHOES_PLATE_SET1@3,Adept's Soldier Boots,3258
T4_SHOES_PLATE_SET1@4,Adept's Soldier Boots,3259
T4_SHOES_PLATE_SET2,Adept's Knight Boots,3330
T4_SHOES_PLATE_SET2@1,Adept's Knight Boots,3331
T4_SHOES_PLATE_SET2@2,Adept's Knight Boots,3332
T4_SHOES_PLATE_SET2@3,Adept's Knight Boots,3333
T4_SHOES_PLATE_SET2@4,Adept's Knight Boots,3334
T4_SHOES_PLATE_SET3,Adept's Guardian Boots,3405
T4_SHOES_PLATE_SET3@1,Adept's Guardian Boots,3406
T4_SHOES_PLATE_SET3@2,Adept's Guardian Boots,3407
T4_SHOES_PLATE_SET3@3,Adept's Guardian Boots,3408
T4_SHOES_PLATE_SET3@4,Adept's Guardian Boots,3409
T4_SHOES_PLATE_UNDEAD,Adept's Graveguard Boots,3480
T4_SHOES_PLATE_UNDEAD@1,Adept's Graveguard Boots,3481
T4_SHOES_PLATE_UNDEAD@2,Adept's Graveguard Boots,3482
T4_SHOES_PLATE_UNDEAD@3,Adept's Graveguard Boots,3483
T4_SHOES_PLATE_UNDEAD@4,Adept's Graveguard Boots,3484
T5_2H_ARCANESTAFF,Expert's Great Arcane Staff,6993
T5_2H_ARCANESTAFF@1,Expert's Great Arcane Staff,6994
T5_2H_ARCANESTAFF@2,Expert's Great Arcane Staff,6995
T5_2H_ARCANESTAFF@3,Expert's Great Arcane Staff,6996
T5_2H_ARCANESTAFF@4,Expert's Great Arcane Staff,6997
T5_2H_ARCANESTAFF_CRYSTAL,Expert's Astral Staff,7143
T5_2H_ARCANESTAFF_CRYSTAL@1,Expert's Astral Staff,7144
T5_2H_ARCANESTAFF_CRYSTAL@2,Expert's Astral Staff,7145
T5_2H_ARCANESTAFF_CRYSTAL@3,Expert's Astral Staff,7146
T5_2H_ARCANESTAFF_CRYSTAL@4,Expert's Astral Staff,7147
T5_2H_ARCANESTAFF_HELL,Expert's Occult Staff,7068
T5_2H_ARCANESTAFF_HELL@1,Expert's Occult Staff,7069
T5_2H_ARCANESTAFF_HELL@2,Expert's Occult Staff,7070
T5_2H_ARCANESTAFF_HELL@3,Expert's Occult Staff,7071
T5_2H_ARCANESTAFF_HELL@4,Expert's Occult Staff,7072
T5_2H_ARCANE_RINGPAIR_AVALON,Expert's Evensong,7118
T5_2H_ARCANE_RINGPAIR_AVALON@1,Expert's Evensong,7119
T5_2H_ARCANE_RINGPAIR_AVALON@2,Expert's Evensong,7120
T5_2H_ARCANE_RINGPAIR_AVALON@3,Expert's Evensong,7121
T5_2H_ARCANE_RINGPAIR_AVALON@4,Expert's Evensong,7122
T5_2H_AXE,Expert's Greataxe,7993
T5_2H_AXE@1,Expert's Greataxe,7994
T5_2H_AXE@2,Expert's Greataxe,7995
T5_2H_AXE@3,Expert's Greataxe,7996
T5_2H_AXE@4,Expert's Greataxe,7997
T5_2H_AXE_AVALON,Expert's Realmbreaker,8118
T5_2H_AXE_AVALON@1,Expert's Realmbreaker,8119
T5_2H_AXE_AVALON@2,Expert's Realmbreaker,8120
T5_2H_AXE_AVALON@3,Expert's Realmbreaker,8121
T5_2H_AXE_AVALON@4,Expert's Realmbreaker,8122
T5_2H_BOW,Expert's Bow,6062
T5_2H_BOW@1,Expert's Bow,6063
T5_2H_BOW@2,Expert's Bow,6064
T5_2H_BOW@3,Expert's Bow,6065
T5_2H_BOW@4,Expert's Bow,6066
T5_2H_BOW_AVALON,Expert's Mistpiercer,6212
T5_2H_BOW_AVALON@1,Expert's Mistpiercer,6213
T5_2H_BOW_AVALON@2,Expert's Mistpiercer,6214
T5_2H_BOW_AVALON@3,Expert's Mistpiercer,6215
T5_2H_BOW_AVALON@4,Expert's Mistpiercer,6216
T5_2H_BOW_HELL,Expert's Wailing Bow,6162
T5_2H_BOW_HELL@1,Expert's Wailing Bow,6163
T5_2H_BOW_HELL@2,Expert's Wailing Bow,6164
T5_2H_BOW_HELL@3,Expert's Wailing Bow,6165
T5_2H_BOW_HELL@4,Expert's Wailing Bow,6166
T5_2H_BOW_KEEPER,Expert's Bow of Badon,6187
T5_2H_BOW_KEEPER@1,Expert's Bow of Badon,6188
T5_2H_BOW_KEEPER@2,Expert's Bow of Badon,6189
T5_2H_BOW_KEEPER@3,Expert's Bow of Badon,6190
T5_2H_BOW_KEEPER@4,Expert's Bow of Badon,6191
T5_2H_CLAWPAIR,Expert's Claws,7596
T5_2H_CLAWPAIR@1,Expert's Claws,7597
T5_2H_CLAWPAIR@2,Expert's Claws,7598
T5_2H_CLAWPAIR@3,Expert's Claws,7599
T5_2H_CLAWPAIR@4,Expert's Claws,7600
T5_2H_CLAYMORE,Expert's Claymore,8196
T5_2H_CLAYMORE@1,Expert's Claymore,8197
T5_2H_CLAYMORE@2,Expert's Claymore,8198
T5_2H_CLAYMORE@3,Expert's Claymore,8199
T5_2H_CLAYMORE@4,Expert's Claymore,8200
T5_2H_CLAYMORE_AVALON,Expert's Kingmaker,8321
T5_2H_CLAYMORE_AVALON@1,Expert's Kingmaker,8322
T5_2H_CLAYMORE_AVALON@2,Expert's Kingmaker,8323
T5_2H_CLAYMORE_AVALON@3,Expert's Kingmaker,8324
T5_2H_CLAYMORE_AVALON@4,Expert's Kingmaker,8325
T5_2H_CLEAVER_HELL,Expert's Carving Sword,8271
T5_2H_CLEAVER_HELL@1,Expert's Carving Sword,8272
T5_2H_CLEAVER_HELL@2,Expert's Carving Sword,8273
T5_2H_CLEAVER_HELL@3,Expert's Carving Sword,8274
T5_2H_CLEAVER_HELL@4,Expert's Carving Sword,8275
T5_2H_COMBATSTAFF_MORGANA,Expert's Black Monk Stave,8447
T5_2H_COMBATSTAFF_MORGANA@1,Expert's Black Monk Stave,8448
T5_2H_COMBATSTAFF_MORGANA@2,Expert's Black Monk Stave,8449
T5_2H_COMBATSTAFF_MORGANA@3,Expert's Black Monk Stave,8450
T5_2H_COMBATSTAFF_MORGANA@4,Expert's Black Monk Stave,8451
T5_2H_CROSSBOW,Expert's Crossbow,6238
T5_2H_CROSSBOW@1,Expert's Crossbow,6239
T5_2H_CROSSBOW@2,Expert's Crossbow,6240
T5_2H_CROSSBOW@3,Expert's Crossbow,6241
T5_2H_CROSSBOW@4,Expert's Crossbow,6242
T5_2H_CROSSBOWLARGE,Expert's Heavy Crossbow,6263
T5_2H_CROSSBOWLARGE@1,Expert's Heavy Crossbow,6264
T5_2H_CROSSBOWLARGE@2,Expert's Heavy Crossbow,6265
T5_2H_CROSSBOWLARGE@3,Expert's Heavy Crossbow,6266
T5_2H_CROSSBOWLARGE@4,Expert's Heavy Crossbow,6267
T5_2H_CROSSBOWLARGE_MORGANA,Expert's Siegebow,6363
T5_2H_CROSSBOWLARGE_MORGANA@1,Expert's Siegebow,6364
T5_2H_CROSSBOWLARGE_MORGANA@2,Expert's Siegebow,6365
T5_2H_CROSSBOWLARGE_MORGANA@3,Expert's Siegebow,6366
T5_2H_CROSSBOWLARGE_MORGANA@4,Expert's Siegebow,6367
T5_2H_CROSSBOW_CANNON_AVALON,Expert's Energy Shaper,6388
T5_2H_CROSSBOW_CANNON_AVALON@1,Expert's Energy Shaper,6389
T5_2H_CROSSBOW_CANNON_AVALON@2,Expert's Energy Shaper,6390
T5_2H_CROSSBOW_CANNON_AVALON@3,Expert's Energy Shaper,6391
T5_2H_CROSSBOW_CANNON_AVALON@4,Expert's Energy Shaper,6392
T5_2H_CURSEDSTAFF,Expert's Great Cursed Staff,6439
T5_2H_CURSEDSTAFF@1,Expert's Great Cursed Staff,6440
T5_2H_CURSEDSTAFF@2,Expert's Great Cursed Staff,6441
T5_2H_CURSEDSTAFF@3,Expert's Great Cursed Staff,6442
T5_2H_CURSEDSTAFF@4,Expert's Great Cursed Staff,6443
T5_2H_CURSEDSTAFF_MORGANA,Expert's Damnation Staff,6539
T5_2H_CURSEDSTAFF_MORGANA@1,Expert's Damnation Staff,6540
T5_2H_CURSEDSTAFF_MORGANA@2,Expert's Damnation Staff,6541
T5_2H_CURSEDSTAFF_MORGANA@3,Expert's Damnation Staff,6542
T5_2H_CURSEDSTAFF_MORGANA@4,Expert's Damnation Staff,6543
T5_2H_DAGGERPAIR,Expert's Dagger Pair,7571
T5_2H_DAGGERPAIR@1,Expert's Dagger Pair,7572
T5_2H_DAGGERPAIR@2,Expert's Dagger Pair,7573
T5_2H_DAGGERPAIR@3,Expert's Dagger Pair,7574
T5_2H_DAGGERPAIR@4,Expert's Dagger Pair,7575
T5_2H_DAGGERPAIR_CRYSTAL,Expert's Twin Slayers,7741
T5_2H_DAGGERPAIR_CRYSTAL@1,Expert's Twin Slayers,7742
T5_2H_DAGGERPAIR_CRYSTAL@2,Expert's Twin Slayers,7743
T5_2H_DAGGERPAIR_CRYSTAL@3,Expert's Twin Slayers,7744
T5_2H_DAGGERPAIR_CRYSTAL@4,Expert's Twin Slayers,7745
T5_2H_DAGGER_KATAR_AVALON,Expert's Bridled Fury,7716
T5_2H_DAGGER_KATAR_AVALON@1,Expert's Bridled Fury,7717
T5_2H_DAGGER_KATAR_AVALON@2,Expert's Bridled Fury,7718
T5_2H_DAGGER_KATAR_AVALON@3,Expert's Bridled Fury,7719
T5_2H_DAGGER_KATAR_AVALON@4,Expert's Bridled Fury,7720
T5_2H_DEMONICSTAFF,Expert's Demonic Staff,6464
T5_2H_DEMONICSTAFF@1,Expert's Demonic Staff,6465
T5_2H_DEMONICSTAFF@2,Expert's Demonic Staff,6466
T5_2H_DEMONICSTAFF@3,Expert's Demonic Staff,6467
T5_2H_DEMONICSTAFF@4,Expert's Demonic Staff,6468
T5_2H_DIVINESTAFF,Expert's Divine Staff,7219
T5_2H_DIVINESTAFF@1,Expert's Divine Staff,7220
T5_2H_DIVINESTAFF@2,Expert's Divine Staff,7221
T5_2H_DIVINESTAFF@3,Expert's Divine Staff,7222
T5_2H_DIVINESTAFF@4,Expert's Divine Staff,7223
T5_2H_DOUBLEBLADEDSTAFF,Expert's Double Bladed Staff,8422
T5_2H_DOUBLEBLADEDSTAFF@1,Expert's Double Bladed Staff,8423
T5_2H_DOUBLEBLADEDSTAFF@2,Expert's Double Bladed Staff,8424
T5_2H_DOUBLEBLADEDSTAFF@3,Expert's Double Bladed Staff,8425
T5_2H_DOUBLEBLADEDSTAFF@4,Expert's Double Bladed Staff,8426
T5_2H_DOUBLEBLADEDSTAFF_CRYSTAL,Expert's Phantom Twinblade,8547
T5_2H_DOUBLEBLADEDSTAFF_CRYSTAL@1,Expert's Phantom Twinblade,8548
T5_2H_DOUBLEBLADEDSTAFF_CRYSTAL@2,Expert's Phantom Twinblade,8549
T5_2H_DOUBLEBLADEDSTAFF_CRYSTAL@3,Expert's Phantom Twinblade,8550
T5_2H_DOUBLEBLADEDSTAFF_CRYSTAL@4,Expert's Phantom Twinblade,8551
T5_2H_DUALAXE_KEEPER,Expert's Bear Paws,8093
T5_2H_DUALAXE_KEEPER@1,Expert's Bear Paws,8094
T5_2H_DUALAXE_KEEPER@2,Expert's Bear Paws,8095
T5_2H_DUALAXE_KEEPER@3,Expert's Bear Paws,8096
T5_2H_DUALAXE_KEEPER@4,Expert's Bear Paws,8097
T5_2H_DUALCROSSBOW_HELL,Expert's Boltcasters,6338
T5_2H_DUALCROSSBOW_HELL@1,Expert's Boltcasters,6339
T5_2H_DUALCROSSBOW_HELL@2,Expert's Boltcasters,6340
T5_2H_DUALCROSSBOW_HELL@3,Expert's Boltcasters,6341
T5_2H_DUALCROSSBOW_HELL@4,Expert's Boltcasters,6342
T5_2H_DUALHAMMER_HELL,Expert's Forge Hammers,8673
T5_2H_DUALHAMMER_HELL@1,Expert's Forge Hammers,8674
T5_2H_DUALHAMMER_HELL@2,Expert's Forge Hammers,8675
T5_2H_DUALHAMMER_HELL@3,Expert's Forge Hammers,8676
T5_2H_DUALHAMMER_HELL@4,Expert's Forge Hammers,8677
T5_2H_DUALMACE_AVALON,Expert's Oathkeepers,8899
T5_2H_DUALMACE_AVALON@1,Expert's Oathkeepers,8900
T5_2H_DUALMACE_AVALON@2,Expert's Oathkeepers,8901
T5_2H_DUALMACE_AVALON@3,Expert's Oathkeepers,8902
T5_2H_DUALMACE_AVALON@4,Expert's Oathkeepers,8903
T5_2H_DUALSCIMITAR_UNDEAD,Expert's Galatine Pair,8296
T5_2H_DUALSCIMITAR_UNDEAD@1,Expert's Galatine Pair,8297
T5_2H_DUALSCIMITAR_UNDEAD@2,Expert's Galatine Pair,8298
T5_2H_DUALSCIMITAR_UNDEAD@3,Expert's Galatine Pair,8299
T5_2H_DUALSCIMITAR_UNDEAD@4,Expert's Galatine Pair,8300
T5_2H_DUALSICKLE_UNDEAD,Expert's Deathgivers,7691
T5_2H_DUALSICKLE_UNDEAD@1,Expert's Deathgivers,7692
T5_2H_DUALSICKLE_UNDEAD@2,Expert's Deathgivers,7693
T5_2H_DUALSICKLE_UNDEAD@3,Expert's Deathgivers,7694
T5_2H_DUALSICKLE_UNDEAD@4,Expert's Deathgivers,7695
T5_2H_DUALSWORD,Expert's Dual Swords,8221
T5_2H_DUALSWORD@1,Expert's Dual Swords,8222
T5_2H_DUALSWORD@2,Expert's Dual Swords,8223
T5_2H_DUALSWORD@3,Expert's Dual Swords,8224
T5_2H_DUALSWORD@4,Expert's Dual Swords,8225
T5_2H_ENIGMATICORB_MORGANA,Expert's Malevolent Locus,7093
T5_2H_ENIGMATICORB_MORGANA@1,Expert's Malevolent Locus,7094
T5_2H_ENIGMATICORB_MORGANA@2,Expert's Malevolent Locus,7095
T5_2H_ENIGMATICORB_MORGANA@3,Expert's Malevolent Locus,7096
T5_2H_ENIGMATICORB_MORGANA@4,Expert's Malevolent Locus,7097
T5_2H_ENIGMATICSTAFF,Expert's Enigmatic Staff,7018
T5_2H_ENIGMATICSTAFF@1,Expert's Enigmatic Staff,7019
T5_2H_ENIGMATICSTAFF@2,Expert's Enigmatic Staff,7020
T5_2H_ENIGMATICSTAFF@3,Expert's Enigmatic Staff,7021
T5_2H_ENIGMATICSTAFF@4,Expert's Enigmatic Staff,7022
T5_2H_FIRESTAFF,Expert's Great Fire Staff,6616
T5_2H_FIRESTAFF@1,Expert's Great Fire Staff,6617
T5_2H_FIRESTAFF@2,Expert's Great Fire Staff,6618
T5_2H_FIRESTAFF@3,Expert's Great Fire Staff,6619
T5_2H_FIRESTAFF@4,Expert's Great Fire Staff,6620
T5_2H_FIRESTAFF_HELL,Expert's Brimstone Staff,6691
T5_2H_FIRESTAFF_HELL@1,Expert's Brimstone Staff,6692
T5_2H_FIRESTAFF_HELL@2,Expert's Brimstone Staff,6693
T5_2H_FIRESTAFF_HELL@3,Expert's Brimstone Staff,6694
T5_2H_FIRESTAFF_HELL@4,Expert's Brimstone Staff,6695
T5_2H_FIRE_RINGPAIR_AVALON,Expert's Dawnsong,6741
T5_2H_FIRE_RINGPAIR_AVALON@1,Expert's Dawnsong,6742
T5_2H_FIRE_RINGPAIR_AVALON@2,Expert's Dawnsong,6743
T5_2H_FIRE_RINGPAIR_AVALON@3,Expert's Dawnsong,6744
T5_2H_FIRE_RINGPAIR_AVALON@4,Expert's Dawnsong,6745
T5_2H_FLAIL,Expert's Morning Star,8799
T5_2H_FLAIL@1,Expert's Morning Star,8800
T5_2H_FLAIL@2,Expert's Morning Star,8801
T5_2H_FLAIL@3,Expert's Morning Star,8802
T5_2H_FLAIL@4,Expert's Morning Star,8803
T5_2H_FROSTSTAFF,Expert's Great Frost Staff,6792
T5_2H_FROSTSTAFF@1,Expert's Great Frost Staff,6793
T5_2H_FROSTSTAFF@2,Expert's Great Frost Staff,6794
T5_2H_FROSTSTAFF@3,Expert's Great Frost Staff,6795
T5_2H_FROSTSTAFF@4,Expert's Great Frost Staff,6796
T5_2H_FROSTSTAFF_CRYSTAL,Expert's Arctic Staff,6942
T5_2H_FROSTSTAFF_CRYSTAL@1,Expert's Arctic Staff,6943
T5_2H_FROSTSTAFF_CRYSTAL@2,Expert's Arctic Staff,6944
T5_2H_FROSTSTAFF_CRYSTAL@3,Expert's Arctic Staff,6945
T5_2H_FROSTSTAFF_CRYSTAL@4,Expert's Arctic Staff,6946
T5_2H_GLACIALSTAFF,Expert's Glacial Staff,6817
T5_2H_GLACIALSTAFF@1,Expert's Glacial Staff,6818
T5_2H_GLACIALSTAFF@2,Expert's Glacial Staff,6819
T5_2H_GLACIALSTAFF@3,Expert's Glacial Staff,6820
T5_2H_GLACIALSTAFF@4,Expert's Glacial Staff,6821
T5_2H_GLAIVE,Expert's Glaive,7817
T5_2H_GLAIVE@1,Expert's Glaive,7818
T5_2H_GLAIVE@2,Expert's Glaive,7819
T5_2H_GLAIVE@3,Expert's Glaive,7820
T5_2H_GLAIVE@4,Expert's Glaive,7821
T5_2H_GLAIVE_CRYSTAL,Expert's Rift Glaive,7942
T5_2H_GLAIVE_CRYSTAL@1,Expert's Rift Glaive,7943
T5_2H_GLAIVE_CRYSTAL@2,Expert's Rift Glaive,7944
T5_2H_GLAIVE_CRYSTAL@3,Expert's Rift Glaive,7945
T5_2H_GLAIVE_CRYSTAL@4,Expert's Rift Glaive,7946
T5_2H_HALBERD,Expert's Halberd,8018
T5_2H_HALBERD@1,Expert's Halberd,8019
T5_2H_HALBERD@2,Expert's Halberd,8020
T5_2H_HALBERD@3,Expert's Halberd,8021
T5_2H_HALBERD@4,Expert's Halberd,8022
T5_2H_HALBERD_MORGANA,Expert's Carrioncaller,8043
T5_2H_HALBERD_MORGANA@1,Expert's Carrioncaller,8044
T5_2H_HALBERD_MORGANA@2,Expert's Carrioncaller,8045
T5_2H_HALBERD_MORGANA@3,Expert's Carrioncaller,8046
T5_2H_HALBERD_MORGANA@4,Expert's Carrioncaller,8047
T5_2H_HAMMER,Expert's Great Hammer,8623
T5_2H_HAMMER@1,Expert's Great Hammer,8624
T5_2H_HAMMER@2,Expert's Great Hammer,8625
T5_2H_HAMMER@3,Expert's Great Hammer,8626
T5_2H_HAMMER@4,Expert's Great Hammer,8627
T5_2H_HAMMER_AVALON,Expert's Hand of Justice,8723
T5_2H_HAMMER_AVALON@1,Expert's Hand of Justice,8724
T5_2H_HAMMER_AVALON@2,Expert's Hand of Justice,8725
T5_2H_HAMMER_AVALON@3,Expert's Hand of Justice,8726
T5_2H_HAMMER_AVALON@4,Expert's Hand of Justice,8727
T5_2H_HAMMER_UNDEAD,Expert's Tombhammer,8648
T5_2H_HAMMER_UNDEAD@1,Expert's Tombhammer,8649
T5_2H_HAMMER_UNDEAD@2,Expert's Tombhammer,8650
T5_2H_HAMMER_UNDEAD@3,Expert's Tombhammer,8651
T5_2H_HAMMER_UNDEAD@4,Expert's Tombhammer,8652
T5_2H_HARPOON_HELL,Expert's Spirithunter,7867
T5_2H_HARPOON_HELL@1,Expert's Spirithunter,7868
T5_2H_HARPOON_HELL@2,Expert's Spirithunter,7869
T5_2H_HARPOON_HELL@3,Expert's Spirithunter,7870
T5_2H_HARPOON_HELL@4,Expert's Spirithunter,7871
T5_2H_HOLYSTAFF,Expert's Great Holy Staff,7194
T5_2H_HOLYSTAFF@1,Expert's Great Holy Staff,7195
T5_2H_HOLYSTAFF@2,Expert's Great Holy Staff,7196
T5_2H_HOLYSTAFF@3,Expert's Great Holy Staff,7197
T5_2H_HOLYSTAFF@4,Expert's Great Holy Staff,7198
T5_2H_HOLYSTAFF_CRYSTAL,Expert's Exalted Staff,7344
T5_2H_HOLYSTAFF_CRYSTAL@1,Expert's Exalted Staff,7345
T5_2H_HOLYSTAFF_CRYSTAL@2,Expert's Exalted Staff,7346
T5_2H_HOLYSTAFF_CRYSTAL@3,Expert's Exalted Staff,7347
T5_2H_HOLYSTAFF_CRYSTAL@4,Expert's Exalted Staff,7348
T5_2H_HOLYSTAFF_HELL,Expert's Fallen Staff,7269
T5_2H_HOLYSTAFF_HELL@1,Expert's Fallen Staff,7270
T5_2H_HOLYSTAFF_HELL@2,Expert's Fallen Staff,7271
T5_2H_HOLYSTAFF_HELL@3,Expert's Fallen Staff,7272
T5_2H_HOLYSTAFF_HELL@4,Expert's Fallen Staff,7273
T5_2H_HOLYSTAFF_UNDEAD,Expert's Redemption Staff,7294
T5_2H_HOLYSTAFF_UNDEAD@1,Expert's Redemption Staff,7295
T5_2H_HOLYSTAFF_UNDEAD@2,Expert's Redemption Staff,7296
T5_2H_HOLYSTAFF_UNDEAD@3,Expert's Redemption Staff,7297
T5_2H_HOLYSTAFF_UNDEAD@4,Expert's Redemption Staff,7298
T5_2H_ICECRYSTAL_UNDEAD,Expert's Permafrost Prism,6892
T5_2H_ICECRYSTAL_UNDEAD@1,Expert's Permafrost Prism,6893
T5_2H_ICECRYSTAL_UNDEAD@2,Expert's Permafrost Prism,6894
T5_2H_ICECRYSTAL_UNDEAD@3,Expert's Permafrost Prism,6895
T5_2H_ICECRYSTAL_UNDEAD@4,Expert's Permafrost Prism,6896
T5_2H_ICEGAUNTLETS_HELL,Expert's Icicle Staff,6867
T5_2H_ICEGAUNTLETS_HELL@1,Expert's Icicle Staff,6868
T5_2H_ICEGAUNTLETS_HELL@2,Expert's Icicle Staff,6869
T5_2H_ICEGAUNTLETS_HELL@3,Expert's Icicle Staff,6870
T5_2H_ICEGAUNTLETS_HELL@4,Expert's Icicle Staff,6871
T5_2H_INFERNOSTAFF,Expert's Infernal Staff,6641
T5_2H_INFERNOSTAFF@1,Expert's Infernal Staff,6642
T5_2H_INFERNOSTAFF@2,Expert's Infernal Staff,6643
T5_2H_INFERNOSTAFF@3,Expert's Infernal Staff,6644
T5_2H_INFERNOSTAFF@4,Expert's Infernal Staff,6645
T5_2H_INFERNOSTAFF_MORGANA,Expert's Blazing Staff,6716
T5_2H_INFERNOSTAFF_MORGANA@1,Expert's Blazing Staff,6717
T5_2H_INFERNOSTAFF_MORGANA@2,Expert's Blazing Staff,6718
T5_2H_INFERNOSTAFF_MORGANA@3,Expert's Blazing Staff,6719
T5_2H_INFERNOSTAFF_MORGANA@4,Expert's Blazing Staff,6720
T5_2H_IRONCLADEDSTAFF,Expert's Iron-clad Staff,8397
T5_2H_IRONCLADEDSTAFF@1,Expert's Iron-clad Staff,8398
T5_2H_IRONCLADEDSTAFF@2,Expert's Iron-clad Staff,8399
T5_2H_IRONCLADEDSTAFF@3,Expert's Iron-clad Staff,8400
T5_2H_IRONCLADEDSTAFF@4,Expert's Iron-clad Staff,8401
T5_2H_IRONGAUNTLETS_HELL,Expert's Black Hands,7670
T5_2H_IRONGAUNTLETS_HELL@1,Expert's Black Hands,7671
T5_2H_IRONGAUNTLETS_HELL@2,Expert's Black Hands,7672
T5_2H_IRONGAUNTLETS_HELL@3,Expert's Black Hands,7673
T5_2H_KNUCKLES_AVALON,Expert's Fists of Avalon,9100
T5_2H_KNUCKLES_AVALON@1,Expert's Fists of Avalon,9101
T5_2H_KNUCKLES_AVALON@2,Expert's Fists of Avalon,9102
T5_2H_KNUCKLES_AVALON@3,Expert's Fists of Avalon,9103
T5_2H_KNUCKLES_AVALON@4,Expert's Fists of Avalon,9104
T5_2H_KNUCKLES_HELL,Expert's Hellfire Hands,9050
T5_2H_KNUCKLES_HELL@1,Expert's Hellfire Hands,9051
T5_2H_KNUCKLES_HELL@2,Expert's Hellfire Hands,9052
T5_2H_KNUCKLES_HELL@3,Expert's Hellfire Hands,9053
T5_2H_KNUCKLES_HELL@4,Expert's Hellfire Hands,9054
T5_2H_KNUCKLES_KEEPER,Expert's Ursine Maulers,9025
T5_2H_KNUCKLES_KEEPER@1,Expert's Ursine Maulers,9026
T5_2H_KNUCKLES_KEEPER@2,Expert's Ursine Maulers,9027
T5_2H_KNUCKLES_KEEPER@3,Expert's Ursine Maulers,9028
T5_2H_KNUCKLES_KEEPER@4,Expert's Ursine Maulers,9029
T5_2H_KNUCKLES_MORGANA,Expert's Ravenstrike Cestus,9075
T5_2H_KNUCKLES_MORGANA@1,Expert's Ravenstrike Cestus,9076
T5_2H_KNUCKLES_MORGANA@2,Expert's Ravenstrike Cestus,9077
T5_2H_KNUCKLES_MORGANA@3,Expert's Ravenstrike Cestus,9078
